,text,label
11944,i never knew i could feel so valued valued beyond what i ever thought possible,joy
11945,i think that now if i were to ride it without you or with another person present i would feel disheartened,sadness
11946,i have some great friends who help me deal with my issues because you cant always leave your baggage at the door see offspring feelings you guys know who you are and thanks again for being supportive,love
11947,i feel ludicrous even thinking these things,surprise
11948,i feel i did some thing impolite katanya,anger
11949,i feel like having read ulysses is a club of really smart and fun people and i want to join that club,joy
11950,i parted feeling that we had created some wonderful memories,joy
11951,ive been feeling kinda crappy the last couple days so am just kind of in a blah mood,sadness
11952,i will hopefully be able to feel less inhibited in my writing and not so much like i write too often,sadness
11953,i was feeling very mellow and it had certainly taken the wallet episode off my mind,joy
11954,i feel not for you this savage deal leave me with my speedy clutch leave me with brown sugar lunch,anger
11955,i can feel innocent cuz i aint mean n bitchy,joy
11956,i feel stress free heading into the holidays,joy
11957,i have been writing and playing too which feels quite wonderful,joy
11958,i feel privileged to have them as a part of my world,joy
11959,i am not an expert i am simply a filmmaker and i feel really uncomfortable speaking from a level higher than the audience especially when there are often real experts in the audience who know much more about medical and radiation issues than i do,fear
11960,i tell that to has some story about someone who had an awful time conceiving baby but then baby was easy peasy and that just doesnt help me feel better at all,joy
11961,i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters,anger
11962,i feel so blessed and grateful for all the people in my life and the richness they bring to it,love
11963,i was listening to belle and sebastian feeling agitated,fear
11964,i feel so useless and idle,sadness
11965,i have a nagging feeling of discontent,sadness
11966,i feel that those who visit and come to this site become members of it would have a bag of tools which they can use to make their lives successful in many ways,joy
11967,i keep feel irritated,anger
11968,i feel like itd be strange at the least and possibly offensive to tell a gay friend id like to experiment or something like that,surprise
11969,i started feeling pretty good again,joy
11970,i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california,anger
11971,i find myself when i am feeling most alone,sadness
11972,i feel pretty content i feel pretty content,joy
11973,i feel his love and blessings as i meet loving supportive people as im inspired to write new songs and as my life unfolds before me,love
11974,i feel pretty good about that,joy
11975,when a friend of mine keeps telling me morbid things that happened to his dog,anger
11976,i feel like a crappy mummy if were stuck in but there are days where i really cant face much else then venturing out to the garden at pm,sadness
11977,i left feeling anything but valued and i found myself feeling discriminated against,joy
11978,i feel highly honored to have been given this special glimpse into the relationship between you and your little nugget,joy
11979,i do not feel dumb any more,sadness
11980,ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,fear
11981,i feel sorry for them,sadness
11982,i feel like a heartless b tch for hating him so much,anger
11983,i feel pathetic and am asking myself how i could even let things get to that point but i did,sadness
11984,i feel so blessed that god has chosen me to help guide them,love
11985,i am so jealous im always jealous when he has fun without me and i fucking hate it i feel pathetic,sadness
11986,i feel that animals are innocent and because they are innocent they shouldnt have to suffer because humans have problems,joy
11987,i visit this brand for the first time i feel surprised there are so many accessaries at our website,surprise
11988,i feel you re in for an unpleasant surprise,sadness
11989,i were alone i would feel more relaxed about taking photos but a camera to me now feels like a device that shouldnt be present at dining tables much like the phone,joy
11990,i feel helpless because i cannot stop it,fear
11991,i coaxed myself up onto a high horse reminding myself how gratuitously and nastily homophobic stand up comedy tends to be and how even if sam kinison s semi famous friend or his opening acts did not happen to fit that bill i still didn t feel like supporting the industry,joy
11992,i feel but seem to be far more talented in describing exactly what i am thinking,joy
11993,i feel so comfortable and happy with without having to be blood related to them,joy
11994,i feel so rejected and unwanted,sadness
11995,i have a desk job and sit on my ass all day long so sometimes i feel paranoid that i m not being active enough and think things like dear god what if i get so fat that i can never lose the baby weight,fear
11996,i feel like such a confused person lately sigh,fear
11997,i feel ive been beaten down by the words of men who have no grounds i cant sleep beneath the trees of wisdom when you ax has cut the roots that feed them forked tounges in bitter mouths can drive a man to bleed from the indide out what if you did,sadness
11998,i fully understand the feeling of being beaten down wounded and bereft,sadness
11999,im feeling cranky im very defensive about it,anger
12000,i often feel dissatisfied with such discussions partly because of the persistent everyone is beautiful nonsense but partly because they rarely go past the effects of advertising on body image,anger
12001,i have nothnig to say im just feeling giggly as someoen on lauging gas,joy
12002,i feel intelligent on the outside in comparison to most people i know though i feel so empty on the inside,joy
12003,i prefer to feel valued than just save money i prefer to work with people i know personally,joy
12004,i just think it is so quirky and the other day i was not feeling along with a few of the kiddos so daniel being his sweetheart considerate self went and got me this movie,joy
12005,i designed the retirement detox course for all those people who are maybe feeling a little disillusioned with retirement and are wondering is this all there is then,sadness
12006,i feel much more relaxed i am enjoying life again i am very comfortable being myself and i never stop dreaming and tackling new projects,joy
12007,i feel accepted and loved and a place where i belong,joy
12008,i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,anger
12009,im starting to feel a bit more resolved,joy
12010,i am feeling like i need to add this photo to my if he wasn t rich she wouldn t be with him a title there is no way this man would have this chick if he wasn t rich biggie kevin hart wiz khalifa bu thaim and jay z href http www,joy
12011,ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment,anger
12012,i generally feel just hopeful enough to get by,joy
12013,i finally found this afternoon and i wear it feeling like a vicious lurker,anger
12014,i am still spinning from all the activities but also feeling invigorated and excited by all the demos talks panel discussions exhibitions conversations the art fair the communal meals the art exchange the books the vendor room,joy
12015,i do feel lonely at times and at times i still feel that i am alone,sadness
12016,i feel intimidated like i just want to turn around and head back into the safety of my yoga class or hop on the tried and trusty treadmill,fear
12017,im feeling sentimental so ive decided to make a list of some of the things ill miss most,sadness
12018,i feel that this a very clever and humorous idea that is memorable,joy
12019,i was just feeling so annoyed about everything,anger
12020,i personally feel you can call a guy slutty and matt,love
12021,i get involved into a tale of good versus evil i want to feel afraid of the dark to a certain extent,fear
12022,i have to squint with a magnifying glass to read it i chose the little oxford dictionary of english grammar at least this makes me feel intelligent even if wrecking my eyesight to read it makes me an idiot,joy
12023,i feel like theres a dangerous chance that im pulling a don quixote on this blinding rushing at the windmill that is my eventual marriage or future child,anger
12024,when my little sister was sick at home and i thought that she would die,fear
12025,i asked whether if he feel shy around me he said no and he say because im a very active person,fear
12026,i have a feeling it will be fine,joy
12027,i feel embarrassment and shame of being victimized,sadness
12028,i feel sorry for him because his dad is an idiot and a sucker for consumer products,sadness
12029,i feel offended when friends especially married friends somehow judge me for not being married yet,anger
12030,ive arranged outings and programs in the community that i feel will be popular with the residents and they are not,joy
12031,i feel rushed i make poor food choices and start to slide back towards bad habits,anger
12032,i looked at uncle lin the chubby face feeling very charming never find ah because there is no scrutiny,joy
12033,i had this feeling that i would be welcomed by the art scene here,joy
12034,i feel lively happy and ready to live,joy
12035,im under a lot of stress and feeling overwhelmed,fear
12036,i just want u to know how u make me feel unimportant ignored jealous and more middle school level adjectives,sadness
12037,i will rest in the knowledge that even when im feeling isolated i am never alone,sadness
12038,i said though i am feeling gloomy,sadness
12039,i never want to diminish the pain ocd has placed on peoples shoulders and so i speak only for myself when i say there is and has been worse to go through than the burden i feel i think to watch my children starve suffer or be tortured would be much worse,fear
12040,i had this gut feeling that i was going to be ok,joy
12041,i still do a little floor workout because otherwise i feel antsy or cranky,anger
12042,i may have to learn how to say their african names so that when im feeling boring and uninteresting i can slide them into conversation to impress others,sadness
12043,i say that to myself when i am unsure or feeling insecure about what others think of me,fear
12044,i strongly dislike feeling stupid which is a feeling that comes up for me at least once per day and often more frequently than that,sadness
12045,i feel more self assured and confident in my abilities,joy
12046,i actually feel lame because its such a much lighter workout than the px but im able to push harder and i dont dread it so much,sadness
12047,i just feel left out hated extra,anger
12048,i don t feel insulted because it doesn t sound insulting at all,anger
12049,i feel pissed my friend didnt offer me a soda,anger
12050,im feeling really festive this year usually i dont get in the mood until mid december,joy
12051,i am no i feel melancholy despondent often angry,sadness
12052,i have been made to feel totally unwelcome by my managers at work i ve gone from being one of the most trained in my team to human being of the least,sadness
12053,i feel very honoured and look forward to my time with this apron,joy
12054,i cant even tell you how refreshed i feel exhausted,sadness
12055,i feel like im but at least im not feeling pressured to write when i dont want to,fear
12056,i was still feeling generally needy and wanting to spend more time with her and dealing with the insecurities and well the focus on what my friend was doing,sadness
12057,i have become too comfortable while at the same time feeling discontent because i have not been pursuing the thing the lord has set on my heart to pursue,sadness
12058,when i was ditched by my girlfriend,sadness
12059,im feeling somewhat sleep deprived and dreading my alarm going off tomorrow morning,sadness
12060,i feel doomed to failure,sadness
12061,i feel the most overwhelmed,surprise
12062,i can feel my artistic side melting away into nothing,joy
12063,i feel our relationship is more divine and informal,joy
12064,i feel like a perverse pokemon master collecting card keys from girls i almost managed to score on ha,sadness
12065,im normally a strict pray gods best girl but i can barely handle the torment i feel wrestling in sweet boys heart,love
12066,i feel that im so excited to tell you everything about korea now,joy
12067,i have a feeling she wasnt innocent in this,joy
12068,i am not not studying coz i am feeling complacent,joy
12069,i feel disgusted c kj rel bookmark class permalink nov middot,anger
12070,i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,anger
12071,i still feel good about the fact that im smaller than her now but thats not the drive that got me here,joy
12072,i just got a whole pile of presents so im feeling generous,joy
12073,i stand here i feel empty a class post count link href http mooshilu,sadness
12074,i feel so happy today me so,joy
12075,i feel so horny in these thigh high nylons,love
12076,i have weeded out the garden so to speak and it feels fabulous,joy
12077,i feel like i betrayed my ex like i still need to be loyal to him i want to wait until im completely over my ex,love
12078,i feel deprived of an opportunity to see victoria take the rubies out for the first time,sadness
12079,when i had a serious argument with a dear person,anger
12080,i feel so helpless but so well protected,fear
12081,i think people are merely lacking of professionalism and ethics when executing their duties which gives rise to condescending attitudes feeling superior when all they do best is boiling water and being completely imperturbable when making mistakes which may be utterly cataclysmic to others,joy
12082,i feel so unhappy about this,sadness
12083,i was feeling really rotten,sadness
12084,i got the feeling that steve was impressed that bi was used in manufacturing and not only in finance as in the us,surprise
12085,i can help but feel sympathetic,love
12086,ill be glad when shes all better cuz keeping ollie from fighting with her while shes feeling playful is quite a job,joy
12087,i continually fight the feeling of jealousy for those who seem successful enough that they have legions of supporters and established indy writing careers but how much of that is a digital illusion and only in my own head i dont know,joy
12088,i cannot see and help me to feel more confident that my god is exactly who he says he is and that i can trust him,joy
12089,i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,fear
12090,i feel ugly today,sadness
12091,i very close with the founder its amazing to feel that a purchase is supporting artisans trying to find their way out of poverty,joy
12092,i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,sadness
12093,im feeling thankful for the man snoring in bed beside me the girl laying cross wise on my pillow the baby who woke me at a,joy
12094,im feeling less impressed with the speech this morning than i was last night,surprise
12095,i make sure that they feel comfortable and assured that someone is willing to listen to them and support them in things we deem significant to them,joy
12096,im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese,fear
12097,i feel confident about my drawings ill post em up,joy
12098,i do not feel i am particularly talented at it,joy
12099,i love they way they feel in my hand im sort of shocked i dont have some psycho fetish,surprise
12100,i homophobic men repressed homosexual feelings paranoia projection a tragic story how dangerous sexual repression is,sadness
12101,i feel let alone give a shit,sadness
12102,i was in control and now i feel that i have lost it,sadness
12103,i could feel the envious eyes and hatred stares of the women wising they was in my place at the moment,anger
12104,i feel a little disheartened with like im making an effort and getting nothing in return,sadness
12105,i m not feeling creative this week since i really love the stories and photos from this week,joy
12106,i could be in a pile of mud you can take this figuratively or literally at this point with the gross feeling of just being dirty,sadness
12107,i feel especially passionate about the friendships and support network that we enjoy as a part of womens ministry at befc today,love
12108,i write this very moment i feel the cold chill of,anger
12109,i didnt feel like any of my problems were resolved,joy
12110,i really wanna see her soon but i feel really needy for asking her if i can see her,sadness
12111,i feel that giraffes are elegant majestic and appealing,joy
12112,i know what that feels like and i hate it so i try to be considerate and listen to them,joy
12113,i feel so blessed that god has given me the wisdom to train them in how to help and be a part of our household,love
12114,i would probably feel much less exhausted if i had a husband who was able to come home after work and contribute to the parenting and household tasks,sadness
12115,i get the feeling that after today and yesterday ive gained back every pound ive lost,sadness
12116,i feel so welcomed in chicago,joy
12117,i feel pretty tortured because i work a job and often the inspiration strikes while im at work,fear
12118,i like reading it and feeling sympathetic for people and my mind creates all the descriptive background and scenes the author describes about it,love
12119,i didnt feel very accepted by most of my family members so my relationship with my church family made up for that,joy
12120,im feeling punished for having loved the previous books,sadness
12121,i can sink into the stillness to feel the gentle hum of that light there is pleasure in contrast,love
12122,i struggled to feel any empathy for any of the characters the main characters anyway while the supporting cast were much more interesting in some ways,joy
12123,i learned from him that being rich and feeling rich are two different things,joy
12124,i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,fear
12125,i flip on reality tv and i feel fantastic trying to keep a balance between self awareness and simply over analyzing,joy
12126,i spent hours in my aunt and uncles bed room with my cousin my back against the wall under the window feeling completely ecstatic and my cousin was next to me just smirking because she knew he had to be different from my other friends,joy
12127,i look upon one of the main reasons wherefore guys feel that they have to one or the other be rich or have some crazy ableness or be a jerk to breed women is because that is which we see whenever we look forward television or on any other indulgent of media,joy
12128,i have loved not feeling rushed here,anger
12129,i have become more and more concerned not only for my own future daughters but for all the girls who are out there currently trying to feel accepted by the worlds standards,love
12130,i am depressed and feeling worthless getting on my gmc denali bike and conquering miles makes me feel less powerless,sadness
12131,i feel a kind of sadness for the television shows and popular culture push for birth mothers who havent finished school and have no real means of support to keep their babies,joy
12132,i feel a need to suddenly try and change myself to be accepted by,joy
12133,i feel to glad that this blog must be helpful knowledgeable and explorable,joy
12134,i came home feeling depressed,sadness
12135,i think that for as much as i could feel myself trying to hide it my face must have betrayed the fact that i was none too pleased about being woken at such ungodly hour in the afternoon,joy
12136,i feel like i m being mentally and emotionally assaulted with something and i just wanted to write that down somewhere,sadness
12137,i feel weird in the companies of those who approve and disapprove of dot com marriages,surprise
12138,i put it aside feeling a little defeated,sadness
12139,im the solo follower at the moment but i have a feeling theres going to be some terrific stuff on there in no time,joy
12140,ive got a feeling that yesubais story sets up everything that happens in this world and im hopeful that all these horrible things she goes through brings around some kind of goodness,joy
12141,i have ten years behind me now of painting professionally and i finally feel really confident now,joy
12142,i almost could feel it attempting to smother me like a hot blanket pressed down over me,love
12143,im feeling kinda shaky my mind is full of doubt good luck love you,fear
12144,i almost lost my feelings in this gloomy world,sadness
12145,i feel like wanna post everything i narrated as if im a popular artist or whatever,joy
12146,i am surprised no one is feeling repressed misrepresented or offended by it,sadness
12147,i guess i was feeling a little too smug because when we got off in acco i led her out of the train station and outside and we started walking down the sidewalk to the bus that would take us to nahariya,joy
12148,i am feeling a bit groggy today,sadness
12149,i am feeling delicate after hogmanay if that s what you are thinking,love
12150,i feel about my beloved country and what i think the true capability of our government is in other areas,joy
12151,i can understand her feelings and greatly value her passionate approach to life and while i benefit daily from her ability to empathize with my own feelings i seem to lack the capacity to return that gift to her,love
12152,i have noticed a strange feeling of discontent encompass my very being,sadness
12153,i also feel terrified but i ve found that since i ve started saying i m terrified out loud i feel less terrified,fear
12154,i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger
12155,i feel so amazed with myself as i could stride nonstop for more than minutes,surprise
12156,i have maintained from the outset that i feel the mccanns are innocent of anything to do with the disappearance of their own daughter,joy
12157,i can be surrounded by a sea of people and still feel all alone,sadness
12158,i asked myself why do you feel frightened of being,fear
12159,i feel it when i get hurt on little things,sadness
12160,i feel disappointed and want to tear up some paper and throw it across the room and write a giant letter of why things are unfair i just think of perspective,sadness
12161,ive been feeling lately that i am much less likeable than i used to be,joy
12162,i sci makes you feel like the earth and life as we know it is doomed,sadness
12163,i hope you are all feeling glamorous today,joy
12164,i just mentioned i m feeling kind of stress free right now,joy
12165,i cope with being made to feel inadequate,sadness
12166,i suggest that it is the beauty of the jewelry itself that will make you feel gorgeous,joy
12167,im feeling really annoyed today,anger
12168,i was still feeling terrible sore throat body aches stuffy nose congested etc,sadness
12169,i dont know where and when i can feel the thrill and im scared that im going to miss it,fear
12170,i am hoping i am still feeling playful in a few days,joy
12171,i am happy to be feeling well enough to be back on the blogging scene,joy
12172,i feel he has been a terrific captain and hes played very well for us taylor said,joy
12173,i kept waiting to feel the water and when i did i was surprised at the velocity i gained,surprise
12174,i know if i do ill get guilted about making her feel unwelcome,sadness
12175,i can give some support to these young people i feel like i m doing something worthwhile,joy
12176,i realized that when i let my mind race and i start to feel restless i get the desire to smoke,fear
12177,i do feel picoult is a talented writer the subject matter put me in a state of depression,joy
12178,i feel lonely a class post count link href http sporkgasm,sadness
12179,i am sure you will feel very unhappy about it too,sadness
12180,i was feeling emotional i sat backstage during the two hour play and ate,sadness
12181,i feel quite convinced that phenomenal states really are distinct from any material goings on inside this body,joy
12182,i feel as a person and a politician i cannot allow dogs to run around on our streets that are more dangerous than others,anger
12183,i would feel that a few words would be not only inadequate but a travesty,sadness
12184,i feel brave about anything its sharing the road with drivers that shouldnt really be out there,joy
12185,i sent my boyfriend bobby when i was feeling particularly melodramatically helpless i miss having a home in the states and i miss my sweatshirt and i miss taco bell,fear
12186,i am not feeling as joyful as some might urge me to,joy
12187,i feel something i will say it rather than hold back in the fear that i might ruin some moment that seems happy to me often a fa ade that is only revealed much later,joy
12188,i feel thrilled about learning,joy
12189,im away from south dakota i feel how vital it is for me to stay connected,joy
12190,im feeling lethargic these days hence the long hiatus,sadness
12191,i feel like im a shitty friend,sadness
12192,i feel listless and lethargic with a hint of anxiety as if there is something i need to be doing but i dont know what,sadness
12193,i feel like this class has also reaffirmed the importance of women supporting other women learning that it s okay to be yourself and of an inclusive feminist community,love
12194,i feel that it is not user friendly,joy
12195,im still feeling a bit shaken,fear
12196,im so going to end up feeling slutty and be like ah,love
12197,im so happy about this as he was really looking feeling awful,sadness
12198,i feel annoyed at the fact that i m three weeks out of chemotherapy and i m getting annoying pinching niggles in my back,anger
12199,i feel dirty rel bookmark i feel dirty i feel gross poaching vicarious threads from agtalk but i can t resist,sadness
12200,i feel thankful for everything in my life every day,joy
12201,i am feeling like a generous and kind krem ill even show ye how tget the album,joy
12202,i get the feeling he has naughty intentions,love
12203,i can then sit seeing a random picture of colored christmas lights and feel my heart hurt from missing him so much,sadness
12204,i do know what it feels like when no one seems to be supporting your vision and just admiring it from the outside when you not only invest your time but your personal money that should be feeding your family and still not seeing anything,love
12205,i did not feel faster or stronger in that way but i did feel more energetic,joy
12206,i feel like i ve welcomed freedom into my life over the past several years,joy
12207,i would like to say that i feel very blessed dan does not live on this continent although this does create some other unique international messes,joy
12208,i am feeling particularly joyful today and though todays blog entry doesnt necessarily align with my particular emotional state it is a subject that has rightfully found a place of conversation in the public eye,joy
12209,i feel sorry for albums like the nd law and living things which have four or five fantastic albums to compete against,sadness
12210,i am feeling discouraged,sadness
12211,i am this thing i have these feelings and i m not afraid to express them and to stand up for what i believe in,fear
12212,i didnt feel gloomy,sadness
12213,i think of these folks when i am feeling miserable for having to acknowledge i must actually do something to make the world a better place,sadness
12214,i try to pick a song title or lyric that semi fits the situation am i posting about but today i wasnt feeling all that clever,joy
12215,i am so sorry you are feeling so sad,sadness
12216,i wear this it is one of those rare occasions while pregnant that i feel cute,joy
12217,i miss him and for me the fact that i have that feeling of longing to be with him again is actually a blessing,love
12218,i really do miss the feeling of loving someone deeply and having that someone to love you back,love
12219,i started to answer no i just was feeling kinda horny sis,love
12220,i have of myself right now is that i feel pretty much like myself,joy
12221,i could better understand and feel the desires of his most sweet heart,love
12222,i am again in the same place waiting and i cant help but feel i am waiting in joyful hope,joy
12223,i have countless other reasons in my life to feel joyful,joy
12224,i am feeling pleasant,joy
12225,i feel rather imbicilic or at least complacent,joy
12226,i feel for these people they are some of the smartest most talented people i have ever met,joy
12227,i got to feel that kind of joy was during college and even then i was still caring for others providing for others and just generally being elizabeth,love
12228,i always put up a strong front care for others looking into peoples welfare before my own but in the end i feel really shitty,sadness
12229,i lose well it will be no great loss but if i win then i will feel rather smug at having picked out the end to this unbelievable run,joy
12230,i do when i feel lethargic,sadness
12231,i wonder if the people in this room know that the motion of their movements provide me with an embrace of energy that feels as safe and sound as someone s arms around me,joy
12232,i get the feeling that the rest of yall are a little appalled about it,anger
12233,i love that refreshing energizing feeling when its been a week of gloomy weather and then a really great blue skies no clouds in sight kind of day,sadness
12234,i feel rich tonight,joy
12235,i feel cool calm and collected,joy
12236,i feel kind of reluctant and depressed when you told me that it s over i respected your decision,fear
12237,i spent much of the morning feeling like an impostor or a visitor in someone elses life and uncertain what if anything i should do next,fear
12238,i feel when i leave at the end of the day is amazing,joy
12239,i feel honoured to own and wear this walking piece of intellectual curiosity,joy
12240,when i heard that my sister had shouted at my friends cousin at their place,anger
12241,i feel fake and forced where as the need to express myself as a woman seems true and natural but undeveloped,sadness
12242,i keep in the fridge and take out whenever i feel too hot spray on my face and it cools me down immediately let alone it smells like oranges,love
12243,i feel uncomfortable depending on my partner to meet my needs,fear
12244,i think that on today of all days it is april fools day after all that i have been made to feel very foolish for sharing the results of my extensive research with other people,sadness
12245,i quite like having short nails at the moment i feel less precious about them and less worried that ones going to ping off,joy
12246,i feel about perfect endings,joy
12247,i dont and i feel so god damn selfish for continuing to hurt myself all the time,anger
12248,i devote this blog to her and pray with her for peace in the world especially when we feel frightened by religious violence,fear
12249,i write on my blog here that i want or i am going to do something i feel more pressured for want of a better word to do it,fear
12250,i sometimes feel i am being stubborn not out of spite but rather in spite of myself,anger
12251,i also wanted to let you know that despite doing this blog post im still feeling a bit weird about blogging,fear
12252,i feel agitated right on through,fear
12253,i also feel a little resentful of the fact that im spending what are supposed to be some of the best years of my life taking care of other people while what little social life i have atrophies because im left without the time or energy to maintain it,anger
12254,i woke up on this morning feeling peaceful,joy
12255,i feel kinda apprehensive,fear
12256,i find myself feeling shocked hearing that word spoken out loud in my own lounge room,surprise
12257,i started feeling doubtful so i just sat in my seat disappointed,fear
12258,i don t want him to feel unwelcome in this house,sadness
12259,i had to do was heal they said and i was feeling pretty hopeful about that,joy
12260,i added muas primer to mine and it makes my skin feel lovely,love
12261,i feel are flawless while they slowly declined in quality after that,joy
12262,i was starting to feel a little bitchy by this point,anger
12263,i can stop relying on the views of others for my self worth and thus not feel so threatened by their behaviors,fear
12264,i feel it is vital that a rlsh gimmick needs to be his or her own,joy
12265,i feel like thats so vital to make your room a reflection of who you are because you will need to feel at home while away from home,joy
12266,i told him that college philosophy was not the same as his class because it lacked the comforting feeling of a humorous instructor,joy
12267,i cleaned i walked to work i feel very eco friendly right now and did manual labor with charts,joy
12268,i feel this was an acceptable substitute,joy
12269,i did feel reluctant to keep on going and drew focalors sigil with a black opium incense stick on a wall by grabbing the wooden part and pulling the incense part back slightly and allowing it to smack to wall leaving a black powder line and meditated,fear
12270,i feel hated helping prevent gay,sadness
12271,i feel like i am nothing but pathetic,sadness
12272,im feeling lame about my progress is to look at my pics that ive taken,sadness
12273,i was blessed but in some ways i feel like im being tortured by divinity,fear
12274,i was like that too before i really heck care about having nice feeds and post whatever photos i feel like they only comment on cool peoples photos,joy
12275,i think i deserve for once this freedom makes me feel amazing,surprise
12276,i feel despised and i dont deserve that,anger
12277,i feel proud about her,joy
12278,i left sizzler feeling contented,joy
12279,i always feel pressured to act normal with my eating around family at christmas so yeah ill need to lose weight to be comfortable eating dessert and stuff then,fear
12280,i had finally had enough of feeling defeated by myself,sadness
12281,i feel like number is the most important going forward because i felt the change in my confidence and mojo as soon as i hit the s,joy
12282,i just sit in the rv dinette in the driveway look out the big back window and feel amazing,joy
12283,i feel was where i fucked up a bit and something i wish i could change,anger
12284,i miss how safe and comfortable he made me feel and how vulnerable i was able to be with him because i knew he loved me,fear
12285,i went to pick up the kids feeling scared and trembly and very self critical for my stupidity,fear
12286,i feel like i did when i was learning to use games factory eager but a little afraid,joy
12287,i was wrong loads of times so much so that i feel kind of embarrassed thinking back now,sadness
12288,i feel proud of myself for finishing with good test scores and for expanding my education,joy
12289,im feeling oddly festive already,joy
12290,i was starting to feel defeated,sadness
12291,im feeling a little apprehensive about tomorrows weigh in,fear
12292,i and will be pleasantly surprised and vote heavily for him but i have a feeling a dignified comeback will have to make do for mr johnson this time around,joy
12293,i feel totally ungrateful and extremely lucky,sadness
12294,i am wearing heels i feel more self assured,joy
12295,i feel like a beaten pi ata spewing unhealthy emotions and defeat,sadness
12296,i feel like my life is not moving smoothly i immediately look around amp see if i can be at service while focusing on giving and supporting others,joy
12297,i got a feeling like something tragic is going to happen and im praying to god im not like kristie and that im completely wrong on this one and that everything is fine,sadness
12298,i just feel really pissed off actually and stressed,anger
12299,i hate that colby wasnt feeling well that day but im very thankful that he is feeling better now,joy
12300,i reshaped the workout slightly because my left upper arm was feeling tender,love
12301,im gonna end up pressuring myself and feeling really disappointed when i get to doing the actual thing and its on tuesday and i really should study but i cant jhbdjhdfbjdfhbfd or maybe when i get off this comp ill go start typing stuff up,sadness
12302,i feel lost atom href http www,sadness
12303,i could find another reason i m new in the area and i feel less intimidated with a simple tool that i can understand,fear
12304,i could point to incidents in my childhood or blame my upbringing but that contradicts the notion of being aware of how i m feeling in the moment and choosing between intelligent options now,joy
12305,i dont want to sound cocky or full of myself but alhamdulillah so far i dont feel troubled by breastfeeding even after i start working,sadness
12306,i feel soo dull these days,sadness
12307,i feel the need to jump through a bunch of hoops to enable myself to watch by beloved often befuddled bengals just in time for them to start losing again,love
12308,i feel myself very fake to him,sadness
12309,i don t want to go home to toronto and feel like a nobody tortured artist loser for two weeks and smoke pot alone in my bedroom and watch degrassi junior high and then weep,fear
12310,im feeling resentful and persecuted about that whole aspect,anger
12311,i actually begin to feel sorry for him that he has settled for someone like me for life,sadness
12312,i was feeling so angry so upset that i just want to run away,anger
12313,i have a hard time putting into words how good it feels to spend an hour serving as a friendly face to people who are oftentimes unable to leave home without the help of others,joy
12314,im being silly but i feel like a terrible mom lately,sadness
12315,i feel like i m being tortured for government secrets i don t know anything,anger
12316,i loved a person and he went away it wasnt necessary that he left me to reach his goals,anger
12317,i was hoping by then i would feel ok,joy
12318,i feel uncomfortable when i need to sit through a bad presentations,fear
12319,i made the mistake of wanting spiritual feelings to endure and remain romantic,love
12320,i feel like they ve just kind of coasted but they ve gotten even more popular,joy
12321,i feel dismayed for them,sadness
12322,i do have a feeling it ll be a productive relationship,joy
12323,i just feel pathetic holding on when theres obviously nothing for me to hold on to,sadness
12324,i feel like i m running out of breath and i just can t be cool enough to do anything else,joy
12325,i always feel this tangle in my stomach i never just feel content and wanted,joy
12326,i didnt cry but something inside was feeling incredibly doomed,sadness
12327,i was sitting in the corner stewing in my own muck feeling hated alone unworthy and violated,sadness
12328,i used to feel homesick but now theres just loneliness sometimes and a sort of urgent need to get away from my parents,sadness
12329,i feel like a paranoid stalker or something,fear
12330,i hate feeling pressured into having to carry on conversations because if i didnt it would just end up with the two of us breathing at each other until our receivers got all steamy,fear
12331,i feel like strangling horny bastards schools people for banging our boats and not even syaing sorry,love
12332,i need to manage my spending money more wisely but im feeling uncertain and stressed as of late,fear
12333,i feel super reassured or that until i move on from this,joy
12334,im feeling strangely sympathetic to little milly tonight so much so im going to use his real name,love
12335,im happy to report that im not feeling too petty these days mostly because there have been countless examples lately showing me how irrational a woman reaching adulthood and some who should all ready be there can actually concieve,anger
12336,i feel a bit foolish now because in the last years they havent come back to my home town and i have had to travel to england to see them,sadness
12337,i am also able to say no comfortably when people ask me if i feel as if my sexuality is being repressed,sadness
12338,i feel while im running im sure i look like im having a stroke or something,joy
12339,i am feeling remarkably grumpy not to mention foolish,anger
12340,im feeling lucky see the jumping google logo it may take time,joy
12341,i inadvertently helped with a joke that hurt a classmates feelings and embarrassed her beyond all reason,sadness
12342,i expect fast food sales to rise a smidgen a negligible blip and for someone to be benched and half of the people to feel jubilant and about the same number to either feel let down or house their disappointments in hopes for the next season,joy
12343,i feel fantastic now but am terrified of injuring my back again we provide our sizes for the following items,joy
