,Original Label,ANGER,LOVE,SADNESS,SURPRISE,JOY,FEAR,Predicted Label
13990,sadness,0.312,0.312,0.336,0.312,0.312,0.312,sadness
13991,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
13992,sadness,0,0,0,0,0,0,not found
13993,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
13994,anger,0.247,0.247,0.267,0.247,0.247,0.247,sadness
13995,joy,0.418,0.466,0.398,0.37,0.418,0.418,love
13996,sadness,0.364,0.364,0.4,0.364,0.364,0.364,sadness
13997,sadness,0.293,0.293,0.316,0.293,0.293,0.293,sadness
13998,anger,0.248,0.248,0.267,0.248,0.248,0.248,sadness
13999,sadness,0.332,0.332,0.358,0.332,0.332,0.332,sadness
14000,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14001,fear,0.187,0.187,0.201,0.187,0.187,0.187,sadness
14002,anger,0.305,0.305,0.329,0.305,0.305,0.305,sadness
14003,sadness,0.23,0.23,0.248,0.23,0.23,0.23,sadness
14004,joy,0.275,0.275,0.298,0.275,0.275,0.275,sadness
14005,joy,0.44,0.44,0.474,0.44,0.44,0.44,sadness
14006,joy,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14007,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14008,anger,0.356,0.356,0.383,0.356,0.356,0.356,sadness
14009,anger,0.237,0.237,0.257,0.237,0.237,0.237,sadness
14010,anger,0.268,0.268,0.29,0.268,0.268,0.268,sadness
14011,fear,0.253,0.253,0.272,0.253,0.253,0.253,sadness
14012,fear,0.222,0.222,0.241,0.222,0.222,0.222,sadness
14013,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14014,love,0.298,0.298,0.322,0.298,0.298,0.298,sadness
14015,fear,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14016,fear,0.233,0.233,0.251,0.233,0.233,0.233,sadness
14017,surprise,0.247,0.247,0.266,0.247,0.247,0.247,sadness
14018,joy,0.308,0.308,0.313,0.292,0.308,0.325,fear
14019,joy,0.291,0.291,0.314,0.291,0.291,0.291,sadness
14020,fear,0.225,0.225,0.242,0.225,0.225,0.225,sadness
14021,sadness,0.383,0.383,0.416,0.383,0.383,0.383,sadness
14022,sadness,0.292,0.292,0.315,0.292,0.292,0.292,sadness
14023,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14024,love,0.224,0.224,0.241,0.224,0.224,0.224,sadness
14025,surprise,0.351,0.351,0.38,0.351,0.351,0.351,sadness
14026,joy,0.224,0.224,0.24,0.224,0.224,0.224,sadness
14027,love,0.236,0.236,0.254,0.236,0.236,0.236,sadness
14028,joy,0,0,0,0,0,0,not found
14029,joy,0.24,0.24,0.258,0.24,0.24,0.24,sadness
14030,love,0.411,0.411,0.441,0.411,0.411,0.411,sadness
14031,joy,0.221,0.221,0.237,0.221,0.221,0.221,sadness
14032,love,0.281,0.281,0.301,0.281,0.281,0.281,sadness
14033,surprise,0.235,0.235,0.25,0.235,0.235,0.235,sadness
14034,sadness,0.167,0.167,0.182,0.167,0.167,0.167,sadness
14035,joy,0.801,0.801,0.871,0.801,0.801,0.801,sadness
14036,joy,0.4,0.4,0.434,0.4,0.4,0.4,sadness
14037,joy,0.278,0.278,0.298,0.278,0.278,0.278,sadness
14038,joy,0.336,0.336,0.363,0.336,0.336,0.336,sadness
14039,anger,0,0,0,0,0,0,not found
14040,sadness,0.364,0.364,0.4,0.364,0.364,0.364,sadness
14041,joy,0.188,0.188,0.2,0.188,0.188,0.188,sadness
14042,anger,0.305,0.305,0.33,0.305,0.305,0.305,sadness
14043,love,0.288,0.288,0.311,0.288,0.288,0.288,sadness
14044,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14045,fear,0.424,0.424,0.456,0.424,0.424,0.424,sadness
14046,fear,0.292,0.292,0.315,0.292,0.292,0.292,sadness
14047,sadness,0.24,0.24,0.259,0.24,0.24,0.24,sadness
14048,love,0.429,0.429,0.462,0.429,0.429,0.429,sadness
14049,sadness,0.181,0.181,0.195,0.181,0.181,0.181,sadness
14050,sadness,0.238,0.238,0.256,0.238,0.238,0.238,sadness
14051,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14052,joy,0.31,0.31,0.336,0.31,0.31,0.31,sadness
14053,sadness,0.22,0.22,0.237,0.22,0.22,0.22,sadness
14054,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14055,love,0.403,0.403,0.437,0.403,0.403,0.403,sadness
14056,joy,0.307,0.307,0.333,0.307,0.307,0.307,sadness
14057,sadness,0.342,0.342,0.367,0.342,0.342,0.342,sadness
14058,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
14059,joy,0.374,0.374,0.404,0.374,0.374,0.374,sadness
14060,surprise,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14061,anger,0,0,0,0,0,0,not found
14062,sadness,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14063,sadness,0.336,0.336,0.367,0.336,0.336,0.336,sadness
14064,sadness,0.152,0.152,0.162,0.152,0.152,0.152,sadness
14065,joy,0.237,0.237,0.255,0.237,0.237,0.237,sadness
14066,love,0.182,0.182,0.196,0.182,0.182,0.182,sadness
14067,fear,0.244,0.244,0.262,0.244,0.244,0.244,sadness
14068,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14069,sadness,0.547,0.547,0.596,0.547,0.547,0.547,sadness
14070,sadness,0.325,0.325,0.354,0.325,0.325,0.325,sadness
14071,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14072,sadness,0.271,0.271,0.288,0.271,0.271,0.271,sadness
14073,sadness,0.447,0.447,0.484,0.447,0.447,0.447,sadness
14074,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14075,sadness,0.247,0.247,0.267,0.247,0.247,0.247,sadness
14076,surprise,0.211,0.211,0.226,0.211,0.211,0.211,sadness
14077,love,0.365,0.365,0.396,0.365,0.365,0.365,sadness
14078,surprise,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14079,sadness,0.258,0.258,0.276,0.258,0.258,0.258,sadness
14080,sadness,0,0,0,0,0,0,not found
14081,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14082,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14083,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14084,joy,0.243,0.243,0.258,0.243,0.243,0.243,sadness
14085,anger,0.492,0.492,0.53,0.492,0.492,0.492,sadness
14086,sadness,0.196,0.196,0.21,0.196,0.196,0.196,sadness
14087,joy,0,0,0,0,0,0,not found
14088,joy,0.288,0.288,0.311,0.288,0.288,0.288,sadness
14089,joy,0.372,0.372,0.401,0.372,0.372,0.372,sadness
14090,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14091,anger,0.228,0.228,0.244,0.228,0.228,0.228,sadness
14092,surprise,0.631,0.631,0.685,0.631,0.631,0.631,sadness
14093,joy,0,0,0,0,0,0,not found
14094,sadness,0.283,0.283,0.305,0.283,0.283,0.283,sadness
14095,fear,0,0,0,0,0,0,not found
14096,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14097,joy,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14098,joy,0.583,0.583,0.636,0.583,0.583,0.583,sadness
14099,sadness,0,0,0,0,0,0,not found
14100,joy,0.313,0.313,0.339,0.313,0.313,0.313,sadness
14101,sadness,0.186,0.186,0.2,0.186,0.186,0.186,sadness
14102,joy,0.29,0.29,0.313,0.29,0.29,0.29,sadness
14103,sadness,0.311,0.311,0.338,0.311,0.311,0.311,sadness
14104,fear,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14105,surprise,0.469,0.469,0.509,0.469,0.469,0.469,sadness
14106,joy,0.36,0.36,0.383,0.36,0.36,0.36,sadness
14107,surprise,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14108,love,0.289,0.289,0.312,0.289,0.289,0.289,sadness
14109,joy,0.2,0.2,0.211,0.2,0.2,0.2,sadness
14110,love,0.467,0.467,0.571,0.467,0.467,0.467,sadness
14111,joy,0.252,0.252,0.272,0.252,0.252,0.252,sadness
14112,sadness,0.325,0.325,0.348,0.325,0.325,0.325,sadness
14113,fear,0,0,0,0,0,0,not found
14114,anger,0.385,0.385,0.417,0.385,0.385,0.385,sadness
14115,joy,0.204,0.204,0.217,0.204,0.204,0.204,sadness
14116,fear,0.409,0.409,0.441,0.409,0.409,0.409,sadness
14117,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14118,love,0,0,0,0,0,0,not found
14119,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14120,sadness,0.381,0.381,0.413,0.381,0.381,0.381,sadness
14121,sadness,0.261,0.261,0.279,0.261,0.261,0.261,sadness
14122,sadness,0.647,0.647,0.705,0.647,0.647,0.647,sadness
14123,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14124,joy,0.227,0.227,0.245,0.227,0.227,0.227,sadness
14125,sadness,0.321,0.321,0.348,0.321,0.321,0.321,sadness
14126,fear,0.443,0.443,0.479,0.443,0.443,0.443,sadness
14127,anger,0.462,0.462,0.5,0.462,0.462,0.462,sadness
14128,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14129,sadness,0.217,0.217,0.232,0.217,0.217,0.217,sadness
14130,sadness,0.29,0.29,0.313,0.29,0.29,0.29,sadness
14131,surprise,0.321,0.321,0.348,0.321,0.321,0.321,sadness
14132,sadness,0.479,0.479,0.521,0.479,0.479,0.479,sadness
14133,surprise,0.221,0.221,0.238,0.221,0.221,0.221,sadness
14134,sadness,0.363,0.363,0.391,0.363,0.363,0.363,sadness
14135,fear,0.393,0.393,0.392,0.364,0.393,0.421,fear
14136,love,0,0,0,0,0,0,not found
14137,love,0.245,0.245,0.265,0.245,0.245,0.245,sadness
14138,sadness,0.357,0.357,0.384,0.357,0.357,0.357,sadness
14139,fear,0.209,0.209,0.225,0.209,0.209,0.209,sadness
14140,sadness,0.304,0.304,0.326,0.304,0.304,0.304,sadness
14141,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14142,sadness,0.346,0.346,0.376,0.346,0.346,0.346,sadness
14143,joy,0.408,0.408,0.438,0.408,0.408,0.408,sadness
14144,sadness,0.157,0.157,0.167,0.157,0.157,0.157,sadness
14145,joy,0.218,0.218,0.235,0.218,0.218,0.218,sadness
14146,joy,0.217,0.217,0.232,0.217,0.217,0.217,sadness
14147,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
14148,love,0.128,0.128,0.137,0.128,0.128,0.128,sadness
14149,joy,0.235,0.235,0.25,0.235,0.235,0.235,sadness
14150,joy,0.356,0.356,0.383,0.356,0.356,0.356,sadness
14151,anger,0.288,0.288,0.31,0.288,0.288,0.288,sadness
14152,sadness,0.241,0.241,0.258,0.241,0.241,0.241,sadness
14153,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14154,joy,0,0,0,0,0,0,not found
14155,sadness,0.253,0.253,0.272,0.253,0.253,0.253,sadness
14156,sadness,0.292,0.292,0.315,0.292,0.292,0.292,sadness
14157,joy,0.143,0.143,0.154,0.143,0.143,0.143,sadness
14158,sadness,0.358,0.358,0.388,0.358,0.358,0.358,sadness
14159,sadness,0.311,0.311,0.333,0.311,0.311,0.311,sadness
14160,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14161,sadness,0.252,0.252,0.269,0.252,0.252,0.252,sadness
14162,sadness,0.238,0.238,0.259,0.238,0.238,0.238,sadness
14163,anger,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14164,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14165,anger,0.218,0.218,0.235,0.218,0.218,0.218,sadness
14166,sadness,0.379,0.379,0.412,0.379,0.379,0.379,sadness
14167,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14168,love,0.305,0.305,0.326,0.305,0.305,0.305,sadness
14169,sadness,0.332,0.332,0.357,0.332,0.332,0.332,sadness
14170,anger,0.253,0.253,0.274,0.253,0.253,0.253,sadness
14171,sadness,0.276,0.276,0.297,0.276,0.276,0.276,sadness
14172,love,0.379,0.379,0.41,0.379,0.379,0.379,sadness
14173,sadness,0.618,0.618,0.671,0.618,0.618,0.618,sadness
14174,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14175,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14176,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14177,love,0.173,0.173,0.185,0.173,0.173,0.173,sadness
14178,joy,0.417,0.417,0.397,0.369,0.464,0.417,joy
14179,fear,0.291,0.291,0.312,0.291,0.291,0.291,sadness
14180,sadness,0.346,0.346,0.374,0.346,0.346,0.346,sadness
14181,joy,0.205,0.205,0.222,0.205,0.205,0.205,sadness
14182,joy,0.181,0.181,0.194,0.181,0.181,0.181,sadness
14183,sadness,0,0,0,0,0,0,not found
14184,sadness,0.494,0.494,0.538,0.494,0.494,0.494,sadness
14185,anger,0,0,0,0,0,0,not found
14186,love,0.339,0.339,0.364,0.339,0.339,0.339,sadness
14187,joy,0.344,0.344,0.373,0.344,0.344,0.344,sadness
14188,love,0.254,0.254,0.275,0.254,0.254,0.254,sadness
14189,joy,0.276,0.276,0.297,0.276,0.276,0.276,sadness
14190,love,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14191,joy,0.225,0.225,0.244,0.225,0.225,0.225,sadness
14192,love,0.244,0.244,0.261,0.244,0.244,0.244,sadness
14193,joy,0.624,0.672,0.626,0.576,0.624,0.624,love
14194,joy,0.292,0.292,0.315,0.292,0.292,0.292,sadness
14195,sadness,0.624,0.624,0.674,0.624,0.624,0.624,sadness
14196,fear,0.299,0.299,0.323,0.299,0.299,0.299,sadness
14197,surprise,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14198,sadness,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14199,joy,0.56,0.56,0.608,0.56,0.56,0.56,sadness
14200,fear,0.242,0.242,0.258,0.242,0.242,0.242,sadness
14201,sadness,0.5,0.5,0.533,0.5,0.5,0.5,sadness
14202,joy,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14203,fear,0.118,0.118,0.125,0.118,0.118,0.118,sadness
14204,sadness,0,0,0,0,0,0,not found
14205,sadness,0.333,0.333,0.364,0.333,0.333,0.333,sadness
14206,sadness,0.19,0.19,0.205,0.19,0.19,0.19,sadness
14207,anger,0.382,0.382,0.414,0.382,0.382,0.382,sadness
14208,sadness,0.281,0.281,0.303,0.281,0.281,0.281,sadness
14209,joy,0.209,0.209,0.223,0.209,0.209,0.209,sadness
14210,joy,0.202,0.202,0.217,0.202,0.202,0.202,sadness
14211,love,0.133,0.133,0.143,0.133,0.133,0.133,sadness
14212,fear,0.307,0.307,0.333,0.307,0.307,0.307,sadness
14213,love,0.288,0.288,0.31,0.288,0.288,0.288,sadness
14214,surprise,0,0,0,0,0,0,not found
14215,sadness,0.356,0.356,0.383,0.356,0.356,0.356,sadness
14216,sadness,0.292,0.292,0.315,0.292,0.292,0.292,sadness
14217,joy,0.281,0.281,0.303,0.281,0.281,0.281,sadness
14218,surprise,0.294,0.294,0.316,0.294,0.294,0.294,sadness
14219,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14220,fear,0.5,0.5,0.533,0.5,0.5,0.5,sadness
14221,joy,0.134,0.134,0.143,0.134,0.134,0.134,sadness
14222,joy,0.321,0.321,0.35,0.321,0.321,0.321,sadness
14223,sadness,0.714,0.714,0.769,0.714,0.714,0.714,sadness
14224,joy,0.239,0.239,0.258,0.239,0.239,0.239,sadness
14225,sadness,0.231,0.231,0.25,0.231,0.231,0.231,sadness
14226,surprise,0.235,0.235,0.25,0.235,0.235,0.235,sadness
14227,fear,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14228,anger,0.28,0.28,0.302,0.28,0.28,0.28,sadness
14229,joy,0.35,0.35,0.381,0.35,0.35,0.35,sadness
14230,joy,0.257,0.257,0.277,0.257,0.257,0.257,sadness
14231,fear,0.469,0.469,0.509,0.469,0.469,0.469,sadness
14232,joy,0.276,0.276,0.297,0.276,0.276,0.276,sadness
14233,sadness,0.353,0.353,0.382,0.353,0.353,0.353,sadness
14234,sadness,0.214,0.214,0.23,0.214,0.214,0.214,sadness
14235,joy,0.105,0.105,0.111,0.105,0.105,0.105,sadness
14236,anger,0,0,0,0,0,0,not found
14237,sadness,0.352,0.352,0.379,0.352,0.352,0.352,sadness
14238,fear,0.33,0.33,0.356,0.33,0.33,0.33,sadness
14239,fear,0.315,0.315,0.343,0.315,0.315,0.315,sadness
14240,anger,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14241,anger,0.399,0.399,0.43,0.399,0.399,0.399,sadness
14242,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14243,anger,0.225,0.225,0.239,0.225,0.225,0.225,sadness
14244,sadness,0.292,0.292,0.315,0.292,0.292,0.292,sadness
14245,sadness,0,0,0,0,0,0,not found
14246,sadness,0.417,0.453,0.41,0.382,0.417,0.417,love
14247,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14248,fear,0.429,0.429,0.462,0.429,0.429,0.429,sadness
14249,love,0.829,0.895,0.742,0.69,0.829,0.829,love
14250,sadness,0.368,0.368,0.397,0.368,0.368,0.368,sadness
14251,sadness,0,0,0,0,0,0,not found
14252,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14253,fear,0.246,0.246,0.266,0.246,0.246,0.246,sadness
14254,fear,0.374,0.374,0.404,0.374,0.374,0.374,sadness
14255,sadness,0.352,0.352,0.38,0.352,0.352,0.352,sadness
14256,joy,0.34,0.34,0.363,0.34,0.34,0.34,sadness
14257,joy,0.355,0.355,0.386,0.355,0.355,0.355,sadness
14258,anger,0.313,0.313,0.337,0.313,0.313,0.313,sadness
14259,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14260,love,0.324,0.324,0.35,0.324,0.324,0.324,sadness
14261,joy,0.46,0.46,0.499,0.46,0.46,0.46,sadness
14262,fear,0.118,0.118,0.125,0.118,0.118,0.118,sadness
14263,sadness,0.572,0.572,0.62,0.572,0.572,0.572,sadness
14264,fear,0.267,0.267,0.286,0.267,0.267,0.267,sadness
14265,love,0.143,0.143,0.154,0.143,0.143,0.143,sadness
14266,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14267,sadness,0.184,0.184,0.196,0.184,0.184,0.184,sadness
14268,joy,0.22,0.22,0.237,0.22,0.22,0.22,sadness
14269,sadness,0.17,0.17,0.181,0.17,0.17,0.17,sadness
14270,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14271,joy,0.461,0.461,0.5,0.461,0.461,0.461,sadness
14272,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14273,joy,0.235,0.235,0.25,0.235,0.235,0.235,sadness
14274,sadness,0.725,0.761,0.782,0.69,0.725,0.725,sadness
14275,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14276,sadness,0.277,0.277,0.299,0.277,0.277,0.277,sadness
14277,fear,0.298,0.298,0.32,0.298,0.298,0.298,sadness
14278,sadness,0.409,0.409,0.443,0.409,0.409,0.409,sadness
14279,joy,0.133,0.133,0.143,0.133,0.133,0.133,sadness
14280,joy,0.354,0.354,0.385,0.354,0.354,0.354,sadness
14281,anger,0.336,0.354,0.343,0.319,0.336,0.336,love
14282,anger,0,0,0,0,0,0,not found
14283,anger,0.217,0.217,0.232,0.217,0.217,0.217,sadness
14284,fear,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14285,anger,0.275,0.275,0.298,0.275,0.275,0.275,sadness
14286,joy,0.571,0.571,0.621,0.571,0.571,0.571,sadness
14287,surprise,0.299,0.299,0.324,0.299,0.299,0.299,sadness
14288,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14289,sadness,0.241,0.241,0.259,0.241,0.241,0.241,sadness
14290,anger,0.375,0.375,0.405,0.375,0.375,0.375,sadness
14291,joy,0.698,0.698,0.76,0.698,0.698,0.698,sadness
14292,fear,0.203,0.203,0.216,0.203,0.203,0.203,sadness
14293,anger,0.247,0.247,0.265,0.247,0.247,0.247,sadness
14294,sadness,0,0,0,0,0,0,not found
14295,joy,0.272,0.272,0.292,0.272,0.272,0.272,sadness
14296,anger,0.436,0.436,0.47,0.436,0.436,0.436,sadness
14297,sadness,0.287,0.287,0.31,0.287,0.287,0.287,sadness
14298,joy,0.334,0.334,0.359,0.334,0.334,0.334,sadness
14299,fear,0.263,0.263,0.284,0.263,0.263,0.263,sadness
14300,anger,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14301,fear,0,0,0,0,0,0,not found
14302,anger,0.357,0.357,0.385,0.357,0.357,0.357,sadness
14303,joy,0.468,0.468,0.508,0.468,0.468,0.468,sadness
14304,fear,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14305,anger,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14306,joy,0.18,0.18,0.192,0.18,0.18,0.18,sadness
14307,anger,0.714,0.714,0.769,0.714,0.714,0.714,sadness
14308,anger,0,0,0,0,0,0,not found
14309,anger,0.125,0.125,0.133,0.125,0.125,0.125,sadness
14310,anger,0.323,0.323,0.348,0.323,0.323,0.323,sadness
14311,fear,0.126,0.126,0.135,0.126,0.126,0.126,sadness
14312,joy,0.176,0.176,0.189,0.176,0.176,0.176,sadness
14313,joy,0.237,0.237,0.256,0.237,0.237,0.237,sadness
14314,surprise,0.133,0.133,0.143,0.133,0.133,0.133,sadness
14315,sadness,0.221,0.221,0.239,0.221,0.221,0.221,sadness
14316,fear,0.206,0.206,0.222,0.206,0.206,0.206,sadness
14317,joy,0.351,0.351,0.379,0.351,0.351,0.351,sadness
14318,sadness,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14319,sadness,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14320,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14321,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14322,sadness,0.276,0.276,0.296,0.276,0.276,0.276,sadness
14323,sadness,0.502,0.502,0.544,0.502,0.502,0.502,sadness
14324,joy,0.292,0.292,0.315,0.292,0.292,0.292,sadness
14325,anger,0,0,0,0,0,0,not found
14326,anger,0.658,0.658,0.717,0.658,0.658,0.658,sadness
14327,joy,0.301,0.301,0.326,0.301,0.301,0.301,sadness
14328,fear,0.311,0.311,0.338,0.311,0.311,0.311,sadness
14329,love,0.356,0.356,0.383,0.356,0.356,0.356,sadness
14330,sadness,0,0,0,0,0,0,not found
14331,joy,0.267,0.267,0.286,0.267,0.267,0.267,sadness
14332,joy,0.223,0.223,0.239,0.223,0.223,0.223,sadness
14333,anger,0.411,0.411,0.441,0.411,0.411,0.411,sadness
14334,sadness,0.429,0.429,0.462,0.429,0.429,0.429,sadness
14335,joy,0.248,0.248,0.266,0.248,0.248,0.248,sadness
14336,fear,0.386,0.386,0.419,0.386,0.386,0.386,sadness
14337,fear,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14338,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14339,sadness,0.364,0.364,0.394,0.364,0.364,0.364,sadness
14340,sadness,0.154,0.154,0.167,0.154,0.154,0.154,sadness
14341,anger,0.429,0.429,0.462,0.429,0.429,0.429,sadness
14342,joy,0.297,0.297,0.321,0.297,0.297,0.297,sadness
14343,love,0.285,0.285,0.308,0.285,0.285,0.285,sadness
14344,anger,0.267,0.267,0.286,0.267,0.267,0.267,sadness
14345,sadness,0.218,0.218,0.234,0.218,0.218,0.218,sadness
14346,surprise,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14347,joy,0.292,0.292,0.315,0.292,0.292,0.292,sadness
14348,joy,0.41,0.41,0.444,0.41,0.41,0.41,sadness
14349,sadness,0.237,0.237,0.256,0.237,0.237,0.237,sadness
14350,sadness,0.325,0.325,0.354,0.325,0.325,0.325,sadness
14351,sadness,0.268,0.268,0.287,0.268,0.268,0.268,sadness
14352,anger,0.308,0.308,0.333,0.308,0.308,0.308,sadness
14353,sadness,0.15,0.15,0.162,0.15,0.15,0.15,sadness
14354,joy,0.26,0.26,0.28,0.26,0.26,0.26,sadness
14355,sadness,0.341,0.341,0.367,0.341,0.341,0.341,sadness
14356,joy,0.192,0.192,0.205,0.192,0.192,0.192,sadness
14357,anger,0.2,0.2,0.215,0.2,0.2,0.2,sadness
14358,joy,0.345,0.345,0.373,0.345,0.345,0.345,sadness
14359,joy,0.363,0.363,0.392,0.363,0.363,0.363,sadness
14360,anger,0.278,0.278,0.299,0.278,0.278,0.278,sadness
14361,joy,0.164,0.164,0.173,0.164,0.164,0.164,sadness
14362,joy,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14363,sadness,0.283,0.283,0.305,0.283,0.283,0.283,sadness
14364,sadness,0.287,0.287,0.309,0.287,0.287,0.287,sadness
14365,joy,0.194,0.194,0.208,0.194,0.194,0.194,sadness
14366,anger,0,0,0,0,0,0,not found
14367,joy,0.125,0.125,0.133,0.125,0.125,0.125,sadness
14368,love,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14369,fear,0.143,0.143,0.154,0.143,0.143,0.143,sadness
14370,surprise,0.394,0.394,0.427,0.394,0.394,0.394,sadness
14371,sadness,0.833,0.833,0.909,0.833,0.833,0.833,sadness
14372,love,0.449,0.449,0.486,0.449,0.449,0.449,sadness
14373,surprise,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14374,sadness,0.346,0.346,0.374,0.346,0.346,0.346,sadness
14375,anger,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14376,fear,0.196,0.196,0.21,0.196,0.196,0.196,sadness
14377,fear,0.279,0.279,0.3,0.279,0.279,0.279,sadness
14378,anger,0.242,0.242,0.261,0.242,0.242,0.242,sadness
14379,anger,0.708,0.708,0.73,0.672,0.708,0.708,sadness
14380,joy,0.37,0.37,0.4,0.37,0.37,0.37,sadness
14381,anger,0.462,0.462,0.5,0.462,0.462,0.462,sadness
14382,anger,0.769,0.769,0.833,0.769,0.769,0.769,sadness
14383,love,0,0,0,0,0,0,not found
14384,fear,0.202,0.202,0.217,0.202,0.202,0.202,sadness
14385,love,0.287,0.287,0.311,0.287,0.287,0.287,sadness
14386,joy,0.205,0.205,0.22,0.205,0.205,0.205,sadness
14387,anger,0.276,0.276,0.297,0.276,0.276,0.276,sadness
14388,joy,0.125,0.125,0.134,0.125,0.125,0.125,sadness
14389,anger,0.289,0.289,0.312,0.289,0.289,0.289,sadness
14390,joy,0.195,0.195,0.208,0.195,0.195,0.195,sadness
14391,sadness,0.183,0.183,0.195,0.183,0.183,0.183,sadness
14392,surprise,0.281,0.281,0.302,0.281,0.281,0.281,sadness
14393,fear,0.355,0.355,0.382,0.391,0.355,0.355,surprise
14394,joy,0.22,0.22,0.237,0.22,0.22,0.22,sadness
14395,joy,0.259,0.259,0.278,0.259,0.259,0.259,sadness
14396,sadness,0,0,0,0,0,0,not found
14397,sadness,0.212,0.212,0.228,0.212,0.212,0.212,sadness
14398,anger,0.286,0.286,0.308,0.286,0.286,0.286,sadness
14399,joy,0.21,0.21,0.226,0.21,0.21,0.21,sadness
14400,love,0.528,0.528,0.539,0.499,0.528,0.528,sadness
14401,sadness,0.5,0.5,0.545,0.5,0.5,0.5,sadness
14402,sadness,0.322,0.322,0.351,0.322,0.322,0.322,sadness
14403,sadness,0.462,0.462,0.5,0.462,0.462,0.462,sadness
14404,joy,0.25,0.25,0.267,0.25,0.25,0.25,sadness
14405,fear,0.143,0.143,0.154,0.143,0.143,0.143,sadness
14406,joy,0.245,0.245,0.265,0.245,0.245,0.245,sadness
14407,fear,0.332,0.332,0.359,0.332,0.332,0.332,sadness
